,OrderDate,OrderNumber,OrderLineItem,ProductSold,SoldTo,SoldIn,OrderQuantity,SoldBy,Shipping_Type,Order_Status
10798,6/8/2017,SO72455,2,480,23150,10,2,293,Self Pickup,ok
10799,6/8/2017,SO72455,3,484,23150,10,2,293,Self Pickup,ok
10800,6/8/2017,SO72454,1,528,11820,9,2,293,Self Pickup,ok
10801,6/8/2017,SO72492,2,485,13021,9,2,293,Self Pickup,ok
10802,6/8/2017,SO72452,1,535,11752,9,3,293,Self Pickup,ok
10803,6/8/2017,SO72452,3,485,11752,9,2,293,Self Pickup,ok
10804,6/8/2017,SO72494,2,477,17328,9,1,293,Self Pickup,ok
10805,6/8/2017,SO72504,2,226,18980,9,1,293,Self Pickup,ok
10806,6/8/2017,SO72479,1,356,18860,9,1,293,Self Pickup,ok
10807,6/8/2017,SO72479,3,537,18860,9,1,293,Self Pickup,ok
10808,6/8/2017,SO72467,2,490,18138,9,1,293,Self Pickup,ok
10809,6/8/2017,SO72484,2,480,16657,9,3,292,Self Pickup,ok
10810,6/8/2017,SO72499,1,584,20744,9,1,292,Self Pickup,ok
10811,6/8/2017,SO72475,2,537,11166,9,1,292,Self Pickup,ok
10812,6/8/2017,SO72449,4,223,19941,9,2,292,Self Pickup,ok
10813,6/8/2017,SO72449,2,528,19941,9,2,292,Self Pickup,ok
10814,6/8/2017,SO72461,1,477,16923,4,1,292,Self Pickup,ok
10815,6/8/2017,SO72441,3,485,19580,4,2,292,Self Pickup,ok
10816,6/8/2017,SO72441,1,528,19580,4,2,292,Self Pickup,ok
10817,6/8/2017,SO72493,1,354,14012,4,1,292,Self Pickup,ok
10818,6/8/2017,SO72493,2,537,14012,4,1,292,Self Pickup,ok
10819,6/8/2017,SO72495,2,485,13111,1,2,292,Self Pickup,ok
10820,6/8/2017,SO72469,3,223,20137,1,3,292,Self Pickup,ok
10821,6/8/2017,SO72469,1,536,20137,4,3,292,Self Pickup,ok
10822,6/8/2017,SO72440,1,483,13182,4,1,292,Self Pickup,ok
10823,6/8/2017,SO72511,2,214,13257,4,1,292,Self Pickup,ok
10824,6/8/2017,SO72501,1,387,21923,4,1,292,Self Pickup,ok
10825,6/8/2017,SO72474,2,220,16043,1,1,292,Self Pickup,ok
10826,6/8/2017,SO72494,3,215,17328,1,1,292,Self Pickup,ok
10827,6/8/2017,SO72494,1,588,17328,9,1,292,Self Pickup,ok
10828,6/8/2017,SO72442,1,536,18279,9,2,292,Self Pickup,ok
10829,6/8/2017,SO72510,3,477,25552,9,2,292,Self Pickup,ok
10830,6/8/2017,SO72458,3,489,21262,9,1,292,Self Pickup,ok
10831,6/8/2017,SO72483,2,487,18395,9,1,292,Self Pickup,ok
10832,6/8/2017,SO72505,4,487,18998,9,1,291,Self Pickup,ok
10833,6/8/2017,SO72456,2,536,23388,1,2,291,Self Pickup,ok
10834,6/8/2017,SO72489,2,220,16025,1,1,291,Self Pickup,ok
10835,6/8/2017,SO72460,2,215,18550,1,1,291,Self Pickup,ok
10836,6/8/2017,SO72478,3,480,13201,10,2,291,Self Pickup,ok
10837,6/8/2017,SO72506,1,583,18803,10,1,289,Self Pickup,ok
10838,6/8/2017,SO72505,3,529,18998,8,2,288,Self Pickup,ok
10839,6/8/2017,SO72482,1,360,18512,8,1,288,Self Pickup,ok
10840,6/8/2017,SO72482,2,487,18512,8,1,288,Self Pickup,ok
10841,6/8/2017,SO72472,1,529,25315,8,1,288,Self Pickup,ok
10842,6/8/2017,SO72493,3,528,14012,4,1,288,Self Pickup,ok
10843,6/8/2017,SO72476,2,528,11085,4,2,288,Self Pickup,ok
10844,6/8/2017,SO72500,1,584,24321,4,1,288,Self Pickup,ok
10845,6/8/2017,SO72477,2,528,11848,1,2,288,Self Pickup,ok
10846,6/8/2017,SO72460,1,477,18550,8,2,288,Self Pickup,ok
10847,6/8/2017,SO72492,3,215,13021,8,1,288,Self Pickup,ok
10848,6/8/2017,SO72478,4,484,13201,9,2,288,Self Pickup,ok
10849,6/8/2017,SO72479,4,215,18860,9,1,288,Self Pickup,ok
10850,6/8/2017,SO72505,1,583,18998,9,1,287,Self Pickup,ok
10851,6/8/2017,SO72444,1,530,14100,1,3,287,Self Pickup,ok
10852,6/8/2017,SO72499,2,481,20744,1,2,287,Self Pickup,ok
10853,6/8/2017,SO72456,3,215,23388,1,1,287,Self Pickup,ok
10854,6/8/2017,SO72456,1,528,23388,4,1,287,Self Pickup,ok
10855,6/8/2017,SO72470,2,480,20906,4,3,287,Self Pickup,ok
10856,6/8/2017,SO72449,5,215,19941,4,1,287,Self Pickup,ok
10857,6/8/2017,SO72449,3,537,19941,9,1,287,Self Pickup,ok
10858,6/8/2017,SO72472,2,480,25315,1,2,287,Self Pickup,ok
10859,6/8/2017,SO72447,1,232,13026,6,1,287,Self Pickup,ok
10860,6/8/2017,SO72461,2,487,16923,6,1,287,Self Pickup,ok
10861,6/8/2017,SO72441,5,223,19580,4,2,287,Self Pickup,ok
10862,6/8/2017,SO72441,2,536,19580,9,2,287,Self Pickup,ok
10863,6/8/2017,SO72455,1,536,23150,9,2,287,Self Pickup,ok
10864,6/8/2017,SO72496,1,564,28297,9,1,287,Self Pickup,ok
10865,6/8/2017,SO72495,3,477,13111,9,2,287,Self Pickup,ok
10866,6/8/2017,SO72495,4,478,13111,9,2,287,Self Pickup,ok
10867,6/8/2017,SO72468,1,529,25687,9,3,287,Self Pickup,ok
10868,6/8/2017,SO72469,4,214,20137,9,1,287,Self Pickup,ok
10869,6/8/2017,SO72487,1,379,22857,9,1,287,Self Pickup,ok
10870,6/8/2017,SO72508,3,214,25582,10,1,287,Self Pickup,ok
10871,6/8/2017,SO72465,1,485,13934,10,2,287,Self Pickup,ok
10872,6/8/2017,SO72463,1,528,15835,10,1,287,Self Pickup,ok
10873,6/8/2017,SO72445,1,491,19578,1,1,287,Self Pickup,ok
10874,6/8/2017,SO72498,3,214,23074,1,1,287,Self Pickup,ok
10875,6/8/2017,SO72478,1,537,13201,4,1,287,Self Pickup,ok
10876,6/8/2017,SO72488,2,232,22988,4,1,287,Self Pickup,ok
10877,6/8/2017,SO72488,1,581,22988,4,1,287,Self Pickup,ok
10878,6/8/2017,SO72442,3,485,18279,10,2,287,Self Pickup,ok
10879,6/8/2017,SO72442,2,528,18279,10,2,287,Self Pickup,ok
10880,6/8/2017,SO72458,2,478,21262,9,1,287,Self Pickup,ok
10881,6/8/2017,SO72504,1,583,18980,6,1,287,Self Pickup,ok
10882,6/8/2017,SO72479,2,528,18860,6,2,287,Self Pickup,ok
10883,6/8/2017,SO72443,1,528,12369,6,1,287,Self Pickup,ok
10884,6/8/2017,SO72509,2,538,28474,9,1,287,Self Pickup,ok
10885,6/8/2017,SO72467,1,485,18138,9,2,287,Self Pickup,ok
10886,6/8/2017,SO72453,1,535,26194,9,2,286,Self Pickup,ok
10887,6/8/2017,SO72473,1,529,22805,4,2,285,Self Pickup,ok
10888,6/8/2017,SO72491,1,383,27702,4,1,285,Self Pickup,ok
10889,6/8/2017,SO72455,4,223,23150,4,2,285,Self Pickup,ok
10890,6/8/2017,SO72496,2,223,28297,4,1,285,Self Pickup,ok
10891,6/8/2017,SO72495,5,488,13111,4,1,285,Self Pickup,ok
10892,6/8/2017,SO72469,2,528,20137,6,2,285,Self Pickup,ok
10893,6/8/2017,SO72492,1,598,13021,6,1,285,Self Pickup,ok
10894,6/8/2017,SO72474,1,530,16043,6,2,285,Self Pickup,ok
10895,6/8/2017,SO72498,1,575,23074,6,1,285,Self Pickup,ok
10896,6/8/2017,SO72512,1,586,15130,9,1,285,Self Pickup,ok
10897,6/8/2017,SO72457,1,478,14567,9,3,285,Self Pickup,ok
10898,6/8/2017,SO72466,1,528,16402,9,2,284,Self Pickup,ok
10899,6/8/2017,SO72484,1,352,16657,9,1,284,Self Pickup,ok
10900,6/8/2017,SO72470,1,536,20906,9,2,284,Self Pickup,ok
10901,6/8/2017,SO72471,1,529,26877,9,2,284,Self Pickup,ok
10902,6/8/2017,SO72471,2,214,26877,9,1,284,Self Pickup,ok
10903,6/8/2017,SO72481,1,587,15466,8,1,284,Self Pickup,ok
10904,6/8/2017,SO72476,3,215,11085,8,1,284,Self Pickup,ok
10905,6/8/2017,SO72500,2,479,24321,8,2,284,Self Pickup,ok
10906,6/8/2017,SO72459,3,223,18977,9,2,284,Self Pickup,ok
10907,6/8/2017,SO72464,3,481,14408,10,2,284,Self Pickup,ok
10908,6/8/2017,SO72464,2,215,14408,4,1,284,Self Pickup,ok
10909,6/8/2017,SO72477,3,480,11848,4,2,284,Self Pickup,ok
10910,6/8/2017,SO72490,2,214,26571,4,1,284,Self Pickup,ok
10911,6/8/2017,SO72508,2,223,25582,6,2,284,Self Pickup,ok
10912,6/8/2017,SO72453,4,477,26194,6,2,284,Self Pickup,ok
10913,6/8/2017,SO72510,1,605,25552,1,1,284,Self Pickup,ok
10914,6/8/2017,SO72458,1,477,21262,1,2,284,Self Pickup,ok
10915,6/8/2017,SO72475,1,528,11166,1,2,283,Self Pickup,ok
10916,6/8/2017,SO72491,2,220,27702,1,1,283,Self Pickup,ok
10917,6/8/2017,SO72511,1,563,13257,1,1,283,Self Pickup,ok
10918,6/8/2017,SO72477,1,537,11848,1,1,283,Self Pickup,ok
10919,6/8/2017,SO72498,2,466,23074,9,2,283,Self Pickup,ok
10920,6/8/2017,SO72442,4,482,18279,9,2,283,Self Pickup,ok
10921,6/8/2017,SO72497,1,566,26681,10,1,283,Self Pickup,ok
10922,6/8/2017,SO72444,2,214,14100,10,1,282,Self Pickup,ok
10923,6/8/2017,SO72451,2,223,16278,10,1,282,Self Pickup,ok
10924,6/8/2017,SO72495,1,358,13111,7,1,282,Self Pickup,ok
10925,6/8/2017,SO72486,2,540,22908,7,1,281,Self Pickup,ok
10926,6/8/2017,SO72468,2,482,25687,1,2,281,Self Pickup,ok
10927,6/8/2017,SO72443,2,485,12369,1,2,281,Self Pickup,ok
10928,6/8/2017,SO72509,1,604,28474,4,1,281,Self Pickup,ok
10929,6/9/2017,SO72529,1,478,20540,6,1,296,Delivery Truck,ok
10930,6/9/2017,SO72559,4,215,27486,6,1,296,Delivery Truck,unknown
10931,6/9/2017,SO72556,1,385,18461,6,1,296,Delivery Truck,ok
10932,6/9/2017,SO72545,3,528,16229,6,2,295,Delivery Truck,ok
10933,6/9/2017,SO72544,1,537,11726,6,1,293,Delivery Truck,ok
10934,6/9/2017,SO72573,2,488,21148,4,1,292,Delivery Truck,ok
10935,6/9/2017,SO72539,2,214,23971,4,1,292,Delivery Truck,ok
10936,6/9/2017,SO72560,3,480,27715,4,1,292,Delivery Truck,missing
10937,6/9/2017,SO72515,3,480,17234,4,2,288,Delivery Truck,ok
10938,6/9/2017,SO72546,1,354,18514,4,1,287,Delivery Truck,ok
10939,6/9/2017,SO72521,2,528,15620,8,2,287,Delivery Truck,unknown
10940,6/9/2017,SO72549,1,362,13482,8,1,287,Delivery Truck,missing
10941,6/9/2017,SO72558,1,385,27697,8,1,287,Delivery Truck,ok
10942,6/9/2017,SO72544,2,528,11726,10,2,287,Delivery Truck,ok
10943,6/9/2017,SO72539,3,226,23971,10,1,286,Delivery Truck,ok
10944,6/9/2017,SO72565,1,574,28156,10,1,285,Delivery Truck,ok
10945,6/9/2017,SO72549,3,480,13482,9,2,285,Delivery Truck,ok
10946,6/9/2017,SO72520,2,536,19474,9,2,285,Delivery Truck,ok
10947,6/9/2017,SO72549,2,485,13482,9,2,284,Delivery Truck,ok
10948,6/9/2017,SO72544,4,473,11726,4,1,284,Delivery Truck,ok
10949,6/9/2017,SO72577,1,581,22602,4,1,283,Delivery Truck,ok
10950,6/9/2017,SO72548,1,589,15422,4,1,295,Express Air,ok
10951,6/9/2017,SO72572,1,385,22152,4,1,295,Express Air,ok
10952,6/9/2017,SO72548,2,485,15422,1,2,293,Express Air,ok
10953,6/9/2017,SO72517,1,484,13668,1,2,292,Express Air,ok
10954,6/9/2017,SO72567,5,223,15566,1,2,287,Express Air,ok
10955,6/9/2017,SO72514,3,479,24592,6,1,287,Express Air,ok
10956,6/9/2017,SO72532,2,235,16806,6,1,287,Express Air,ok
10957,6/9/2017,SO72581,2,223,14262,9,1,295,Regular Air,ok
10958,6/9/2017,SO72568,1,604,24388,6,1,293,Regular Air,refunded
10959,6/9/2017,SO72524,1,535,26243,6,2,292,Regular Air,ok
10960,6/9/2017,SO72579,1,605,24057,4,1,292,Regular Air,ok
10961,6/9/2017,SO72557,2,489,27696,4,1,291,Regular Air,missing
10962,6/9/2017,SO72538,1,535,16941,4,2,287,Regular Air,ok
10963,6/9/2017,SO72543,1,477,24216,4,2,285,Regular Air,ok
10964,6/9/2017,SO72571,3,479,23878,7,2,284,Regular Air,ok
10965,6/9/2017,SO72567,3,530,15566,7,2,296,Self Pickup,ok
10966,6/9/2017,SO72521,3,537,15620,7,1,296,Self Pickup,ok
10967,6/9/2017,SO72530,2,477,20521,9,1,296,Self Pickup,ok
10968,6/9/2017,SO72520,3,528,19474,9,2,296,Self Pickup,ok
10969,6/9/2017,SO72561,1,360,16607,9,1,296,Self Pickup,ok
10970,6/9/2017,SO72555,4,215,18457,9,1,296,Self Pickup,ok
10971,6/9/2017,SO72538,2,528,16941,4,2,295,Self Pickup,ok
10972,6/9/2017,SO72542,2,530,12592,4,2,295,Self Pickup,ok
10973,6/9/2017,SO72515,1,528,17234,6,2,295,Self Pickup,ok
10974,6/9/2017,SO72528,2,536,24260,6,2,295,Self Pickup,ok
10975,6/9/2017,SO72554,1,360,18478,6,1,295,Self Pickup,ok
10976,6/9/2017,SO72565,2,220,28156,10,1,295,Self Pickup,ok
10977,6/9/2017,SO72575,2,529,26984,10,2,295,Self Pickup,ok
10978,6/9/2017,SO72575,1,583,26984,10,1,295,Self Pickup,ok
10979,6/9/2017,SO72568,3,477,24388,10,1,295,Self Pickup,ok
10980,6/9/2017,SO72555,2,529,18457,10,2,295,Self Pickup,ok
10981,6/9/2017,SO72557,3,223,27696,4,1,295,Self Pickup,ok
10982,6/9/2017,SO72543,2,215,24216,4,1,295,Self Pickup,ok
10983,6/9/2017,SO72546,3,477,18514,4,2,293,Self Pickup,ok
10984,6/9/2017,SO72528,1,528,24260,8,2,293,Self Pickup,ok
10985,6/9/2017,SO72573,1,387,21148,8,1,293,Self Pickup,ok
10986,6/9/2017,SO72533,1,528,15358,1,2,293,Self Pickup,ok
10987,6/9/2017,SO72561,2,485,16607,1,2,293,Self Pickup,ok
10988,6/9/2017,SO72562,1,588,17334,4,1,293,Self Pickup,ok
10989,6/9/2017,SO72560,2,539,27715,4,2,293,Self Pickup,ok
10990,6/9/2017,SO72569,2,529,23873,1,2,293,Self Pickup,ok
10991,6/9/2017,SO72545,4,480,16229,1,1,293,Self Pickup,ok
10992,6/9/2017,SO72534,1,528,14764,1,2,293,Self Pickup,ok
10993,6/9/2017,SO72534,2,480,14764,1,1,293,Self Pickup,ok
10994,6/9/2017,SO72523,1,540,25376,4,1,292,Self Pickup,ok
10995,6/9/2017,SO72515,2,536,17234,4,2,292,Self Pickup,ok
10996,6/9/2017,SO72566,1,561,15567,4,1,292,Self Pickup,ok
10997,6/9/2017,SO72571,4,214,23878,6,1,292,Self Pickup,ok
10998,6/9/2017,SO72536,3,214,17638,6,1,292,Self Pickup,ok
10999,6/9/2017,SO72519,1,541,19623,6,2,292,Self Pickup,ok
11000,6/9/2017,SO72533,2,215,15358,1,1,292,Self Pickup,ok
11001,6/9/2017,SO72521,5,466,15620,4,1,292,Self Pickup,ok
11002,6/9/2017,SO72554,2,485,18478,1,2,292,Self Pickup,ok
11003,6/9/2017,SO72554,3,472,18478,1,1,292,Self Pickup,ok
11004,6/9/2017,SO72530,4,484,20521,9,1,292,Self Pickup,ok
11005,6/9/2017,SO72525,2,528,19870,9,2,292,Self Pickup,ok
11006,6/9/2017,SO72514,1,580,24592,9,1,292,Self Pickup,ok
11007,6/9/2017,SO72527,3,462,11262,6,2,292,Self Pickup,ok
11008,6/9/2017,SO72580,3,214,12222,6,1,292,Self Pickup,ok
11009,6/9/2017,SO72541,1,536,23617,6,2,292,Self Pickup,ok
11010,6/9/2017,SO72572,2,220,22152,6,1,292,Self Pickup,ok
11011,6/9/2017,SO72572,3,226,22152,7,1,292,Self Pickup,ok
11012,6/9/2017,SO72568,2,479,24388,7,2,292,Self Pickup,ok
11013,6/9/2017,SO72559,3,477,27486,7,2,292,Self Pickup,ok
11014,6/9/2017,SO72578,1,606,14774,7,1,292,Self Pickup,ok
11015,6/9/2017,SO72560,1,381,27715,10,1,292,Self Pickup,ok
11016,6/9/2017,SO72526,1,536,12916,10,2,292,Self Pickup,ok
11017,6/9/2017,SO72569,3,538,23873,10,1,292,Self Pickup,ok
11018,6/9/2017,SO72555,3,539,18457,9,2,292,Self Pickup,ok
11019,6/9/2017,SO72574,2,490,19357,9,1,292,Self Pickup,ok
11020,6/9/2017,SO72574,1,583,19357,4,1,292,Self Pickup,ok
11021,6/9/2017,SO72545,2,535,16229,4,2,292,Self Pickup,ok
11022,6/9/2017,SO72547,2,528,18519,4,3,291,Self Pickup,ok
11023,6/9/2017,SO72552,3,485,18432,10,2,291,Self Pickup,ok
11024,6/9/2017,SO72541,2,528,23617,10,2,291,Self Pickup,ok
11025,6/9/2017,SO72522,1,539,28760,7,1,291,Self Pickup,ok
11026,6/9/2017,SO72579,2,215,24057,4,1,291,Self Pickup,ok
11027,6/9/2017,SO72516,1,477,24376,4,3,291,Self Pickup,ok
11028,6/9/2017,SO72544,5,220,11726,10,1,289,Self Pickup,ok
11029,6/9/2017,SO72571,2,477,23878,10,2,288,Self Pickup,ok
11030,6/9/2017,SO72551,1,360,20708,1,1,288,Self Pickup,ok
11031,6/9/2017,SO72551,2,537,20708,1,1,288,Self Pickup,ok
11032,6/9/2017,SO72563,2,491,26298,1,1,288,Self Pickup,ok
11033,6/9/2017,SO72527,1,536,11262,1,2,288,Self Pickup,ok
11034,6/9/2017,SO72580,2,223,12222,8,2,288,Self Pickup,ok
11035,6/9/2017,SO72575,3,539,26984,8,2,288,Self Pickup,ok
11036,6/9/2017,SO72550,2,483,18420,10,1,288,Self Pickup,ok
11037,6/9/2017,SO72545,1,597,16229,10,1,288,Self Pickup,ok
11038,6/9/2017,SO72567,4,487,15566,10,1,287,Self Pickup,ok
11039,6/9/2017,SO72567,2,541,15566,10,1,287,Self Pickup,ok
11040,6/9/2017,SO72567,1,563,15566,9,1,287,Self Pickup,ok
11041,6/9/2017,SO72547,4,480,18519,9,2,287,Self Pickup,ok
11042,6/9/2017,SO72547,3,537,18519,9,1,287,Self Pickup,ok
11043,6/9/2017,SO72542,3,223,12592,4,3,287,Self Pickup,ok
11044,6/9/2017,SO72546,2,478,18514,4,2,287,Self Pickup,ok
11045,6/9/2017,SO72546,4,487,18514,1,1,287,Self Pickup,ok
11046,6/9/2017,SO72571,1,606,23878,1,1,287,Self Pickup,ok
11047,6/9/2017,SO72519,3,214,19623,9,1,287,Self Pickup,ok
11048,6/9/2017,SO72551,3,528,20708,8,2,287,Self Pickup,ok
11049,6/9/2017,SO72521,4,485,15620,8,1,287,Self Pickup,ok
11050,6/9/2017,SO72537,1,529,14187,8,2,287,Self Pickup,ok
11051,6/9/2017,SO72524,2,480,26243,8,1,287,Self Pickup,ok
11052,6/9/2017,SO72530,3,480,20521,4,3,287,Self Pickup,ok
11053,6/9/2017,SO72530,1,478,20521,4,1,287,Self Pickup,ok
11054,6/9/2017,SO72525,3,480,19870,4,2,287,Self Pickup,ok
11055,6/9/2017,SO72531,1,477,16858,1,2,287,Self Pickup,ok
11056,6/9/2017,SO72520,1,587,19474,1,1,287,Self Pickup,ok
11057,6/9/2017,SO72580,1,562,12222,1,1,287,Self Pickup,ok
11058,6/9/2017,SO72552,2,223,18432,1,2,287,Self Pickup,ok
11059,6/9/2017,SO72552,1,356,18432,9,1,287,Self Pickup,ok
11060,6/9/2017,SO72564,1,563,28154,9,1,287,Self Pickup,ok
11061,6/9/2017,SO72539,4,223,23971,9,2,287,Self Pickup,ok
11062,6/9/2017,SO72561,3,480,16607,9,2,287,Self Pickup,ok
11063,6/9/2017,SO72522,2,529,28760,8,2,287,Self Pickup,ok
11064,6/9/2017,SO72568,4,220,24388,8,1,287,Self Pickup,ok
11065,6/9/2017,SO72559,2,479,27486,9,2,287,Self Pickup,ok
11066,6/9/2017,SO72559,1,584,27486,1,1,287,Self Pickup,ok
11067,6/9/2017,SO72535,2,223,20773,1,3,287,Self Pickup,ok
11068,6/9/2017,SO72570,1,584,23895,1,1,287,Self Pickup,ok
11069,6/9/2017,SO72557,1,387,27696,1,1,287,Self Pickup,ok
11070,6/9/2017,SO72543,3,223,24216,1,2,287,Self Pickup,ok
11071,6/9/2017,SO72556,2,539,18461,9,2,287,Self Pickup,ok
11072,6/9/2017,SO72518,1,462,12351,9,2,286,Self Pickup,ok
11073,6/9/2017,SO72519,2,530,19623,9,2,286,Self Pickup,ok
11074,6/9/2017,SO72527,4,214,11262,6,1,286,Self Pickup,ok
11075,6/9/2017,SO72569,4,473,23873,6,1,286,Self Pickup,ok
11076,6/9/2017,SO72556,3,462,18461,6,2,286,Self Pickup,ok
11077,6/9/2017,SO72547,1,354,18519,4,1,285,Self Pickup,ok
11078,6/9/2017,SO72528,3,478,24260,4,2,285,Self Pickup,ok
11079,6/9/2017,SO72566,2,479,15567,4,2,285,Self Pickup,ok
11080,6/9/2017,SO72519,4,462,19623,4,2,285,Self Pickup,ok
11081,6/9/2017,SO72527,2,528,11262,1,2,285,Self Pickup,ok
11082,6/9/2017,SO72577,2,490,22602,9,1,285,Self Pickup,ok
11083,6/9/2017,SO72548,4,466,15422,9,2,285,Self Pickup,ok
11084,6/9/2017,SO72548,3,215,15422,9,1,285,Self Pickup,ok
11085,6/9/2017,SO72540,2,481,22474,9,2,285,Self Pickup,ok
11086,6/9/2017,SO72544,3,485,11726,9,2,285,Self Pickup,ok
11087,6/9/2017,SO72569,1,605,23873,7,1,285,Self Pickup,ok
11088,6/9/2017,SO72538,3,215,16941,7,1,284,Self Pickup,ok
11089,6/9/2017,SO72536,2,528,17638,4,2,284,Self Pickup,ok
11090,6/9/2017,SO72536,1,536,17638,4,2,284,Self Pickup,ok
11091,6/9/2017,SO72521,1,360,15620,9,1,284,Self Pickup,ok
11092,6/9/2017,SO72581,1,578,14262,9,1,284,Self Pickup,ok
11093,6/9/2017,SO72540,1,477,22474,9,2,284,Self Pickup,ok
11094,6/9/2017,SO72532,1,477,16806,8,2,284,Self Pickup,ok
11095,6/9/2017,SO72555,1,387,18457,8,1,284,Self Pickup,ok
11096,6/9/2017,SO72550,1,362,18420,8,1,284,Self Pickup,ok
11097,6/9/2017,SO72574,3,466,19357,9,2,284,Self Pickup,ok
11098,6/9/2017,SO72542,1,541,12592,10,3,283,Self Pickup,ok
11099,6/9/2017,SO72525,1,536,19870,10,2,283,Self Pickup,ok
11100,6/9/2017,SO72520,4,480,19474,10,3,283,Self Pickup,ok
11101,6/9/2017,SO72575,4,214,26984,9,1,283,Self Pickup,ok
11102,6/9/2017,SO72563,1,579,26298,9,1,282,Self Pickup,ok
11103,6/9/2017,SO72514,2,477,24592,9,2,282,Self Pickup,ok
11104,6/9/2017,SO72576,1,582,19295,9,1,282,Self Pickup,ok
11105,6/9/2017,SO72564,2,482,28154,1,2,282,Self Pickup,ok
11106,6/9/2017,SO72539,1,477,23971,1,1,282,Self Pickup,ok
11107,6/9/2017,SO72578,2,538,14774,1,1,282,Self Pickup,ok
11108,6/9/2017,SO72555,5,471,18457,1,1,282,Self Pickup,ok
11109,6/9/2017,SO72537,2,540,14187,4,1,281,Self Pickup,ok
11110,6/9/2017,SO72535,1,485,20773,4,2,281,Self Pickup,ok
11111,6/10/2017,SO72626,1,588,15575,6,1,293,Delivery Truck,ok
11112,6/10/2017,SO72620,3,480,18428,6,2,287,Delivery Truck,ok
11113,6/10/2017,SO72611,1,538,25302,6,2,287,Delivery Truck,ok
11114,6/10/2017,SO72590,1,356,19454,6,1,287,Delivery Truck,ok
11115,6/10/2017,SO72636,1,582,14731,1,1,287,Delivery Truck,ok
11116,6/10/2017,SO72594,1,356,19340,1,1,285,Delivery Truck,refunded
11117,6/10/2017,SO72583,3,529,19961,1,2,284,Delivery Truck,refunded
11118,6/10/2017,SO72605,1,475,19878,9,1,284,Delivery Truck,ok
11119,6/10/2017,SO72633,1,387,21928,9,1,283,Delivery Truck,cancelled
11120,6/10/2017,SO72610,4,484,14177,10,3,292,Express Air,missing
11121,6/10/2017,SO72610,2,540,14177,10,1,287,Express Air,ok
11122,6/10/2017,SO72609,1,485,20202,9,3,296,Regular Air,refunded
11123,6/10/2017,SO72600,3,479,27390,9,2,295,Regular Air,ok
11124,6/10/2017,SO72627,2,223,26645,9,2,292,Regular Air,refunded
11125,6/10/2017,SO72588,3,528,22836,9,2,287,Regular Air,ok
11126,6/10/2017,SO72632,2,489,21926,9,1,285,Regular Air,ok
11127,6/10/2017,SO72591,1,358,21542,6,1,285,Regular Air,cancelled
11128,6/10/2017,SO72609,4,223,20202,10,2,296,Self Pickup,ok
11129,6/10/2017,SO72599,3,462,11194,10,2,296,Self Pickup,ok
11130,6/10/2017,SO72623,1,385,27713,10,1,296,Self Pickup,ok
11131,6/10/2017,SO72629,4,220,15889,10,1,296,Self Pickup,ok
11132,6/10/2017,SO72620,1,362,18428,10,1,295,Self Pickup,ok
11133,6/10/2017,SO72617,3,536,15503,1,2,295,Self Pickup,ok
11134,6/10/2017,SO72595,1,600,16259,1,1,295,Self Pickup,ok
11135,6/10/2017,SO72582,1,536,21390,1,2,295,Self Pickup,ok
11136,6/10/2017,SO72622,2,215,27698,1,1,295,Self Pickup,ok
11137,6/10/2017,SO72622,1,383,27698,4,1,295,Self Pickup,ok
11138,6/10/2017,SO72630,3,529,24325,1,2,295,Self Pickup,ok
11139,6/10/2017,SO72633,2,229,21928,1,1,295,Self Pickup,ok
11140,6/10/2017,SO72628,3,223,26285,1,2,295,Self Pickup,ok
11141,6/10/2017,SO72606,3,223,18993,1,2,295,Self Pickup,ok
11142,6/10/2017,SO72606,2,226,18993,4,1,295,Self Pickup,ok
11143,6/10/2017,SO72583,2,473,19961,9,1,295,Self Pickup,ok
11144,6/10/2017,SO72611,3,223,25302,9,2,295,Self Pickup,ok
11145,6/10/2017,SO72594,4,223,19340,7,1,295,Self Pickup,ok
11146,6/10/2017,SO72594,2,537,19340,7,1,295,Self Pickup,ok
11147,6/10/2017,SO72590,2,485,19454,7,2,295,Self Pickup,ok
11148,6/10/2017,SO72624,4,215,16623,7,1,293,Self Pickup,ok
11149,6/10/2017,SO72624,1,356,16623,7,1,293,Self Pickup,ok
11150,6/10/2017,SO72617,2,528,15503,10,2,293,Self Pickup,ok
11151,6/10/2017,SO72613,1,530,13533,10,2,293,Self Pickup,ok
11152,6/10/2017,SO72616,1,598,20012,10,1,293,Self Pickup,ok
11153,6/10/2017,SO72593,1,358,17778,1,1,293,Self Pickup,ok
11154,6/10/2017,SO72610,3,480,14177,1,2,293,Self Pickup,ok
11155,6/10/2017,SO72623,4,479,27713,1,2,293,Self Pickup,ok
11156,6/10/2017,SO72586,1,489,17059,1,1,293,Self Pickup,ok
11157,6/10/2017,SO72597,1,223,12963,9,2,293,Self Pickup,ok
11158,6/10/2017,SO72627,1,565,26645,9,1,293,Self Pickup,ok
11159,6/10/2017,SO72615,1,528,15761,1,2,293,Self Pickup,ok
11160,6/10/2017,SO72626,2,474,15575,6,1,292,Self Pickup,ok
11161,6/10/2017,SO72624,2,537,16623,6,1,292,Self Pickup,ok
11162,6/10/2017,SO72601,1,539,11501,6,2,292,Self Pickup,ok
11163,6/10/2017,SO72587,5,484,20931,9,2,292,Self Pickup,ok
