CustomerID,recency,frequency,monetary,R,F,M,rfm,rfm_segment_name
12253,165.0,6,4094.9873,3,3,4,334,Potential loyal
12254,152.0,3,101.6915,4,2,1,421,Loyal
12255,161.0,2,2069.0782,4,2,3,423,Loyal
12256,134.0,2,2126.4096,4,2,3,423,Loyal
12257,24.0,1,48.0673,5,1,1,511,Loyal
12258,89.0,1,48.0673,4,1,1,411,Loyal
12259,192.0,5,120.8957,3,3,1,331,Potential loyal
12260,152.0,5,274.2057,4,3,1,431,Loyal
12261,129.0,4,2150.0438000000004,4,3,3,433,Loyal
12262,272.0,5,180.0941,2,3,1,231,Hold and improve
12263,2.0,7,4554.6324,5,4,4,544,Star
12264,217.0,7,5471.932,3,4,5,345,Potential loyal
12265,144.0,3,94.8926,4,2,1,421,Loyal
12266,201.0,3,4154.162,3,2,4,324,Potential loyal
12267,134.0,1,2049.0982,4,1,3,413,Loyal
12268,256.0,1,48.0673,3,1,1,311,Potential loyal
12269,184.0,2,50.932599999999994,3,2,1,321,Potential loyal
12270,171.0,4,4249.9578,3,3,4,334,Potential loyal
12271,224.0,7,5465.4892,3,4,5,345,Potential loyal
12272,264.0,5,4924.8078000000005,2,3,4,234,Hold and improve
12273,149.0,1,48.0673,4,1,1,411,Loyal
12274,83.0,1,33.6442,4,1,1,411,Loyal
12275,151.0,5,4199.4778,4,3,4,434,Loyal
12276,165.0,5,4184.122,3,3,4,334,Potential loyal
12277,217.0,8,5440.2276,3,4,5,345,Potential loyal
12278,189.0,1,48.0673,3,1,1,311,Potential loyal
12279,137.0,3,2169.3696,4,2,3,423,Loyal
12280,137.0,3,2079.0582,4,2,3,423,Loyal
12281,269.0,7,4951.6678,2,4,4,244,Hold and improve
12282,265.0,3,4862.8678,2,2,4,224,Hold and improve
12283,231.0,6,5368.939,3,3,5,335,Potential loyal
12284,221.0,5,5387.656199999999,3,3,5,335,Potential loyal
12285,136.0,3,2141.4096,4,2,3,423,Loyal
12286,254.0,8,2979.1466,3,4,3,343,Potential loyal
12287,216.0,9,4297.2126,3,4,4,344,Potential loyal
12288,89.0,3,114.46000000000001,4,2,1,421,Loyal
12289,220.0,8,5411.2678,3,4,5,345,Potential loyal
12290,146.0,1,2049.0982,4,1,3,413,Loyal
12291,39.0,9,4649.4669,5,4,4,544,Star
12292,52.0,6,4805.7464,5,3,4,534,Loyal
12293,79.0,4,118.83840000000001,4,3,1,431,Loyal
12294,134.0,2,96.97,4,2,1,421,Loyal
12295,94.0,9,230.0915,4,4,1,441,Loyal
12296,65.0,11,9125.5533,5,4,5,545,Star
12297,50.0,11,7669.656800000001,5,4,5,545,Star
12298,18.0,10,7706.803,5,4,5,545,Star
12299,50.0,7,4766.7362,5,4,4,544,Star
12300,73.0,9,9195.6963,5,4,5,545,Star
12301,39.0,12,9234.659800000001,5,4,5,545,Star
12302,3.0,12,7750.5351,5,4,5,545,Star
12303,88.0,3,114.2584,4,2,1,421,Loyal
12304,1.0,5,147.23839999999998,5,3,1,531,Loyal
12305,61.0,4,4708.7618,5,3,4,534,Loyal
12306,203.0,3,79.96000000000001,3,2,1,321,Potential loyal
12307,42.0,9,6776.9392,5,4,5,545,Star
12308,40.0,13,9266.7541,5,4,5,545,Star
12309,228.0,3,103.37620000000001,3,2,1,321,Potential loyal
12310,68.0,4,165.5842,5,3,1,531,Loyal
12311,8.0,7,200.2846,5,4,1,541,Loyal
12312,62.0,1,34.99,5,1,1,511,Loyal
12313,0.0,0,0.0,5,1,1,511,Loyal
12314,1.0,8,7652.6095000000005,5,4,5,545,Star
12315,289.0,6,6573.182000000001,2,3,5,235,Hold and improve
12316,284.0,6,6584.1476,2,3,5,235,Hold and improve
12317,279.0,9,6623.7762,2,4,5,245,Hold and improve
12318,295.0,4,6559.5778,2,3,5,235,Hold and improve
12319,26.0,3,100.15350000000001,5,2,1,521,Loyal
12320,64.0,4,156.52679999999998,5,3,1,531,Loyal
12321,38.0,12,6783.5033,5,4,5,545,Star
12322,7.0,1,48.0673,5,1,1,511,Loyal
12323,227.0,10,6822.4647,3,4,5,345,Potential loyal
12324,45.0,4,74.9257,5,3,1,531,Loyal
12325,3.0,5,165.23839999999998,5,3,1,531,Loyal
12326,29.0,2,92.97,5,2,1,521,Loyal
12327,175.0,2,27.2684,3,2,1,321,Potential loyal
12328,282.0,7,6563.8506,2,4,5,245,Hold and improve
12329,94.0,4,120.6815,4,3,1,431,Loyal
12330,5.0,10,7599.4834,5,4,5,545,Star
12331,298.0,1,48.0673,2,1,1,211,Hold and improve
12332,187.0,9,6723.4949,3,4,5,345,Potential loyal
12333,206.0,10,6774.5017,3,4,5,345,Potential loyal
12334,198.0,4,109.48,3,3,1,331,Potential loyal
12335,281.0,9,6687.0097000000005,2,4,5,245,Hold and improve
12336,13.0,2,106.0473,5,2,1,521,Loyal
12337,142.0,7,7920.0164,4,4,5,445,Loyal
12338,133.0,8,8051.0682,4,4,5,445,Loyal
12339,147.0,5,6615.5434000000005,4,3,5,435,Loyal
12340,258.0,5,4145.444799999999,2,3,4,234,Hold and improve
12341,111.0,7,6627.3126,4,4,5,445,Loyal
12342,97.0,7,6613.1720000000005,4,4,5,445,Loyal
12343,100.0,4,5322.0364,4,3,5,435,Loyal
12344,137.0,6,156.5162,4,3,1,431,Loyal
12345,270.0,5,109.6481,2,3,1,231,Hold and improve
12346,102.0,5,6614.5434000000005,4,3,5,435,Loyal
12347,96.0,5,4231.136399999999,4,3,4,434,Loyal
12348,108.0,10,6692.7762,4,4,5,445,Loyal
12349,119.0,4,6499.5548,4,3,5,435,Loyal
12350,95.0,5,4173.6692,4,3,4,434,Loyal
12351,22.0,4,140.5762,5,3,1,531,Loyal
12352,40.0,7,320.39660000000003,5,4,1,541,Loyal
12353,122.0,5,6534.5478,4,3,5,435,Loyal
12354,118.0,6,6566.216399999999,4,3,5,435,Loyal
12355,103.0,7,6629.4978,4,4,5,445,Loyal
12356,101.0,5,6583.5378,4,3,5,435,Loyal
12357,59.0,5,150.02620000000002,5,3,1,531,Loyal
12358,116.0,5,6544.157800000001,4,3,5,435,Loyal
12359,83.0,6,129.6162,4,3,1,431,Loyal
12361,41.0,5,274.0362,5,3,1,531,Loyal
12362,251.0,4,5689.3081999999995,3,3,5,335,Potential loyal
12363,89.0,9,212.5541,4,4,1,441,Loyal
12364,272.0,2,5649.6896,2,2,5,225,Hold and improve
12365,205.0,4,72.94,3,3,1,331,Potential loyal
12366,32.0,5,106.58420000000001,5,3,1,531,Loyal
12367,49.0,5,159.24880000000002,5,3,1,531,Loyal
12368,32.0,1,34.99,5,1,1,511,Loyal
12369,15.0,5,88.5,5,3,1,531,Loyal
12370,209.0,6,123.06,3,3,1,331,Potential loyal
12371,34.0,7,267.1604,5,4,1,541,Loyal
12372,162.0,7,136.2923,4,4,1,441,Loyal
12373,133.0,4,2148.4758,4,3,3,433,Loyal
12374,324.0,1,33.6442,2,1,1,211,Hold and improve
12375,0.0,0,0.0,5,1,1,511,Loyal
12376,207.0,3,77.5373,3,2,1,321,Potential loyal
12377,187.0,1,48.0673,3,1,1,311,Potential loyal
12378,156.0,2,4120.5178,4,2,4,424,Loyal
12379,251.0,1,48.0673,3,1,1,311,Potential loyal
12380,192.0,4,4120.0648,3,3,4,334,Potential loyal
12381,254.0,6,4922.4446,3,3,4,334,Potential loyal
12382,205.0,3,5357.689200000001,3,2,5,325,Potential loyal
12383,142.0,1,2071.4196,4,1,3,413,Loyal
12384,262.0,8,4839.554,2,4,4,244,Hold and improve
12385,269.0,3,2833.7496,2,2,3,223,Hold and improve
12386,176.0,5,4229.833500000001,3,3,4,334,Potential loyal
12387,99.0,1,34.99,4,1,1,411,Loyal
12388,130.0,3,4131.8405999999995,4,2,4,424,Loyal
12389,46.0,1,48.0673,5,1,1,511,Loyal
12390,216.0,6,2740.8296,3,3,3,333,Potential loyal
12391,213.0,4,4874.1906,3,3,4,334,Potential loyal
12392,288.0,3,99.0273,2,2,1,221,Hold and improve
12393,93.0,2,71.61540000000001,4,2,1,421,Loyal
12394,197.0,5,5411.9964,3,3,5,335,Potential loyal
12395,96.0,3,2141.4096,4,2,3,423,Loyal
12396,75.0,1,48.0673,4,1,1,411,Loyal
12397,218.0,7,4742.092000000001,3,4,4,344,Potential loyal
12398,103.0,5,2696.0137999999997,4,3,3,433,Loyal
12399,127.0,4,90.8826,4,3,1,431,Loyal
12400,141.0,3,78.96000000000001,4,2,1,421,Loyal
12401,101.0,2,36.59,4,2,1,421,Loyal
12403,39.0,2,24.560000000000002,5,2,1,521,Loyal
12404,208.0,8,5012.7704,3,4,4,344,Potential loyal
12405,0.0,0,0.0,5,1,1,511,Loyal
12406,13.0,1,35.0,5,1,1,511,Loyal
12407,64.0,3,78.6242,5,2,1,521,Loyal
12408,90.0,3,49.56,4,2,1,421,Loyal
12409,52.0,2,155.0,5,2,1,521,Loyal
12410,267.0,2,44.980000000000004,2,2,1,221,Hold and improve
12411,73.0,2,129.98,5,2,1,521,Loyal
12412,48.0,5,257.13419999999996,5,3,1,531,Loyal
12413,137.0,4,169.56,4,3,1,431,Loyal
12414,120.0,3,157.29,4,2,1,421,Loyal
12415,37.0,3,79.97,5,2,1,521,Loyal
12416,182.0,2,44.980000000000004,3,2,1,321,Potential loyal
12417,0.0,0,0.0,5,1,1,511,Loyal
12418,53.0,4,3717.3935,5,3,4,534,Loyal
12420,288.0,3,49.56,2,2,1,221,Hold and improve
12421,291.0,3,79.97,2,2,1,221,Hold and improve
12422,77.0,1,35.0,4,1,1,411,Loyal
12423,41.0,3,5662.3582,5,2,5,525,Loyal
12424,125.0,4,125.72040000000001,4,3,1,431,Loyal
12425,42.0,3,93.0473,5,2,1,521,Loyal
12426,54.0,3,115.6243,5,2,1,521,Loyal
12427,207.0,2,44.980000000000004,3,2,1,321,Potential loyal
12428,64.0,3,73.63419999999999,5,2,1,521,Loyal
12429,298.0,1,35.0,2,1,1,211,Hold and improve
12431,52.0,7,194.09,5,4,1,541,Loyal
12432,64.0,2,78.95,5,2,1,521,Loyal
12433,273.0,3,78.6242,2,2,1,221,Hold and improve
12434,39.0,3,78.6242,5,2,1,521,Loyal
12435,152.0,3,5693.649600000001,4,2,5,425,Loyal
12436,195.0,3,49.56,3,2,1,321,Potential loyal
12437,163.0,5,5764.928,3,3,5,335,Potential loyal
12438,266.0,2,5649.6896,2,2,5,225,Hold and improve
12439,278.0,4,126.6915,2,3,1,231,Hold and improve
12440,175.0,4,5672.3482,3,3,5,335,Potential loyal
12441,159.0,3,5631.9482,4,2,5,425,Loyal
12442,148.0,3,5654.2696,4,2,5,425,Loyal
12443,0.0,0,0.0,5,1,1,511,Loyal
12444,178.0,8,303.0635,3,4,1,341,Potential loyal
12445,142.0,1,43.96,4,1,1,411,Loyal
12446,125.0,4,5740.745800000001,4,3,5,435,Loyal
12447,239.0,4,2113.0281999999997,3,3,3,333,Potential loyal
12448,150.0,5,5674.638199999999,4,3,5,435,Loyal
12449,201.0,3,2104.7224,3,2,3,323,Potential loyal
12450,132.0,4,5728.6396,4,3,5,435,Loyal
12451,191.0,4,2139.9682,3,3,3,333,Potential loyal
12452,150.0,4,5689.2696,4,3,5,435,Loyal
12453,222.0,1,65.94,3,1,1,311,Potential loyal
12454,264.0,4,140.88,2,3,1,231,Hold and improve
12455,42.0,1,43.96,5,1,1,511,Loyal
12456,0.0,0,0.0,5,1,1,511,Loyal
12457,268.0,2,26.560000000000002,2,2,1,221,Hold and improve
12458,116.0,1,48.0673,4,1,1,411,Loyal
12459,195.0,5,5373.592000000001,3,3,5,335,Potential loyal
12460,192.0,6,5429.747899999999,3,3,5,335,Potential loyal
12461,221.0,9,4804.0476,3,4,4,344,Potential loyal
12462,233.0,8,4824.6937,3,4,4,344,Potential loyal
12463,205.0,6,4949.914,3,3,4,334,Potential loyal
12464,107.0,2,5649.6896,4,2,5,425,Loyal
12465,122.0,4,136.4173,4,3,1,431,Loyal
12466,284.0,2,65.3557,2,2,1,221,Hold and improve
12467,251.0,2,66.0473,3,2,1,321,Potential loyal
12468,103.0,3,5631.9482,4,2,5,425,Loyal
12469,101.0,1,48.0673,4,1,1,411,Loyal
12470,36.0,1,48.0673,5,1,1,511,Loyal
12471,287.0,4,100.90259999999999,2,3,1,231,Hold and improve
12472,141.0,1,48.0673,4,1,1,411,Loyal
12473,181.0,7,5440.6192,3,4,5,345,Potential loyal
12474,110.0,3,5682.3582,4,2,5,425,Loyal
12475,127.0,3,4164.477800000001,4,2,4,424,Loyal
12476,66.0,3,74.13730000000001,5,2,1,521,Loyal
12477,20.0,1,48.0673,5,1,1,511,Loyal
12478,0.0,0,0.0,5,1,1,511,Loyal
12479,131.0,2,2106.4196,4,2,3,423,Loyal
12480,95.0,3,5661.0124,4,2,5,425,Loyal
12481,295.0,1,17.2884,2,1,1,211,Hold and improve
12482,4.0,1,48.0673,5,1,1,511,Loyal
12483,105.0,2,5649.6896,4,2,5,425,Loyal
12484,129.0,6,4246.4178,4,3,4,434,Loyal
12485,97.0,6,5684.878199999999,4,3,5,435,Loyal
12486,175.0,7,5444.0926,3,4,5,345,Potential loyal
12487,135.0,3,4154.162,4,2,4,424,Loyal
12488,100.0,1,17.2884,4,1,1,411,Loyal
12489,217.0,5,102.5368,3,3,1,331,Potential loyal
12490,117.0,8,210.09,4,4,1,441,Loyal
12491,148.0,3,84.6573,4,2,1,421,Loyal
12492,145.0,5,2888.7066,4,3,3,433,Loyal
12493,227.0,2,68.6442,3,2,1,321,Potential loyal
12495,132.0,5,4184.122,4,3,4,434,Loyal
12496,130.0,4,212.8784,4,3,1,431,Loyal
12497,180.0,3,54.55,3,2,1,321,Potential loyal
12498,182.0,2,44.980000000000004,3,2,1,321,Potential loyal
12499,123.0,3,4131.8405999999995,4,2,4,424,Loyal
12500,116.0,6,4235.097600000001,4,3,4,434,Loyal
12501,111.0,5,4195.4578,4,3,4,434,Loyal
12502,113.0,4,130.0273,4,3,1,431,Loyal
12503,95.0,4,111.66149999999999,4,3,1,431,Loyal
12504,247.0,3,87.67620000000001,3,2,1,321,Potential loyal
12505,302.0,2,40.58,2,2,1,221,Hold and improve
12506,320.0,2,118.0573,2,2,1,221,Hold and improve
12507,261.0,1,17.2884,2,1,1,211,Hold and improve
12508,211.0,3,141.26839999999999,3,2,1,321,Potential loyal
12509,119.0,6,102.4184,4,3,1,431,Loyal
12510,100.0,6,6248.3782,4,3,5,435,Loyal
12511,183.0,1,8.6442,3,1,1,311,Potential loyal
12512,280.0,1,17.2884,2,1,1,211,Hold and improve
12513,79.0,5,271.9157,4,3,1,431,Loyal
12514,317.0,1,17.2884,2,1,1,211,Hold and improve
12515,157.0,1,17.2884,4,1,1,411,Loyal
12516,13.0,1,17.2884,5,1,1,511,Loyal
12517,71.0,1,17.2884,5,1,1,511,Loyal
12518,149.0,1,17.2884,4,1,1,411,Loyal
12519,231.0,1,42.98,3,1,1,311,Potential loyal
12520,78.0,3,5671.3282,4,2,5,425,Loyal
12521,96.0,4,4234.525100000001,4,3,4,434,Loyal
12522,79.0,4,5657.3282,4,3,5,435,Loyal
12523,65.0,3,5683.3338,5,2,5,525,Loyal
12524,198.0,1,17.2884,3,1,1,311,Potential loyal
12525,217.0,2,118.0573,3,2,1,321,Potential loyal
12526,89.0,8,4968.8521,4,4,4,444,Loyal
12527,12.0,3,118.93,5,2,1,521,Loyal
12528,122.0,2,92.0273,4,2,1,421,Loyal
12529,0.0,0,0.0,5,1,1,511,Loyal
12530,21.0,11,415.4942,5,4,1,541,Loyal
12532,5.0,9,325.9404,5,4,1,541,Loyal
12533,259.0,7,302.2857,2,4,1,241,Hold and improve
12534,112.0,1,17.2884,4,1,1,411,Loyal
12535,102.0,1,17.2884,4,1,1,411,Loyal
12536,38.0,1,17.2884,5,1,1,511,Loyal
12537,187.0,1,17.2884,3,1,1,311,Potential loyal
12538,215.0,1,8.6442,3,1,1,311,Potential loyal
12539,29.0,1,25.9326,5,1,1,511,Loyal
12540,132.0,3,99.0273,4,2,1,421,Loyal
12541,196.0,1,8.6442,3,1,1,311,Potential loyal
12542,0.0,0,0.0,5,1,1,511,Loyal
12543,238.0,1,17.2884,3,1,1,311,Potential loyal
12544,8.0,1,17.2884,5,1,1,511,Loyal
12545,61.0,5,141.3157,5,3,1,531,Loyal
12546,115.0,5,4189.112,4,3,4,434,Loyal
12547,89.0,2,5649.6896,4,2,5,425,Loyal
12548,122.0,5,4140.4547999999995,4,3,4,434,Loyal
12549,69.0,3,5662.3582,5,2,5,525,Loyal
12550,20.0,3,70.6273,5,2,1,521,Loyal
12551,141.0,2,29.47,4,2,1,421,Loyal
12552,0.0,0,0.0,5,1,1,511,Loyal
12553,231.0,1,19.98,3,1,1,311,Potential loyal
12554,72.0,3,123.3357,5,2,1,521,Loyal
12555,117.0,3,83.95,4,2,1,421,Loyal
12556,32.0,1,17.2884,5,1,1,511,Loyal
12557,235.0,3,73.5942,3,2,1,321,Potential loyal
12558,118.0,2,29.96,4,2,1,421,Loyal
12559,132.0,6,5393.982,4,3,5,435,Loyal
12560,133.0,7,5409.284799999999,4,4,5,445,Loyal
12561,77.0,4,5657.3282,4,3,5,435,Loyal
12562,289.0,4,82.2384,2,3,1,231,Hold and improve
12563,180.0,4,173.6715,3,3,1,331,Potential loyal
12564,43.0,4,120.60730000000001,5,3,1,531,Loyal
12565,85.0,4,121.0562,4,3,1,431,Loyal
12566,95.0,5,188.3057,4,3,1,431,Loyal
12567,85.0,3,90.2384,4,2,1,421,Loyal
12568,286.0,4,103.3546,2,3,1,231,Hold and improve
12569,160.0,3,78.6242,4,2,1,421,Loyal
12570,138.0,5,2652.7124000000003,4,3,3,433,Loyal
12571,146.0,4,2641.3896000000004,4,3,3,433,Loyal
12572,109.0,2,2611.4096,4,2,3,423,Loyal
12573,120.0,3,2668.0782,4,2,3,423,Loyal
12574,100.0,4,2636.3796,4,3,3,433,Loyal
12575,93.0,3,2668.0782,4,2,3,423,Loyal
12576,101.0,3,2121.3765999999996,4,2,3,423,Loyal
12577,100.0,3,2664.0581999999995,4,2,3,423,Loyal
12578,67.0,3,2668.0782,5,2,3,523,Loyal
12579,79.0,2,2589.0882,4,2,3,423,Loyal
12580,70.0,2,2589.0882,5,2,3,523,Loyal
12581,73.0,2,594.96,5,2,2,522,Loyal
12582,57.0,3,115.3357,5,2,1,521,Loyal
12583,80.0,3,2656.3896000000004,4,2,3,423,Loyal
12584,43.0,3,2655.3696,5,2,3,523,Loyal
12585,53.0,3,2619.0782,5,2,3,523,Loyal
12586,36.0,2,2636.4096,5,2,3,523,Loyal
12587,4.0,3,104.9173,5,2,1,521,Loyal
12588,56.0,3,2639.0782,5,2,3,523,Loyal
12589,51.0,4,2687.0382,5,3,3,533,Loyal
12590,62.0,4,100.1523,5,3,1,531,Loyal
12592,22.0,4,140.171,5,3,1,531,Loyal
12593,122.0,3,85.2484,4,2,1,421,Loyal
12594,13.0,2,75.2684,5,2,1,521,Loyal
12595,146.0,3,79.8484,4,2,1,421,Loyal
12596,96.0,3,101.60419999999999,4,2,1,421,Loyal
12597,90.0,5,105.0342,4,3,1,431,Loyal
12598,87.0,3,85.2484,4,2,1,421,Loyal
12599,140.0,8,5442.884599999999,4,4,5,445,Loyal
12600,112.0,2,44.97,4,2,1,421,Loyal
12601,122.0,5,116.81,4,3,1,431,Loyal
12602,3.0,3,61.2484,5,2,1,521,Loyal
12603,96.0,5,209.4019,4,3,1,431,Loyal
12604,212.0,3,47.248400000000004,3,2,1,321,Potential loyal
12605,230.0,1,19.98,3,1,1,311,Potential loyal
12606,117.0,3,42.870000000000005,4,2,1,421,Loyal
12607,109.0,6,6237.8838000000005,4,3,5,435,Loyal
12608,95.0,8,5477.2678,4,4,5,445,Loyal
12609,99.0,6,3365.8781999999997,4,3,4,434,Loyal
12610,104.0,4,106.2583,4,3,1,431,Loyal
12611,25.0,4,150.90269999999998,5,3,1,531,Loyal
12612,116.0,6,5420.660599999999,4,3,5,435,Loyal
12613,82.0,4,5757.149600000001,4,3,5,435,Loyal
12614,69.0,4,5680.9924,5,3,5,535,Loyal
12615,70.0,5,5435.2934000000005,5,3,5,535,Loyal
12616,222.0,2,24.97,3,2,1,321,Potential loyal
12617,163.0,3,67.06620000000001,3,2,1,321,Potential loyal
12618,45.0,5,5690.972400000001,5,3,5,535,Loyal
12619,82.0,6,4985.8178,4,3,4,434,Loyal
12620,94.0,7,6267.2065999999995,4,4,5,445,Loyal
12621,98.0,7,6250.9424,4,4,5,445,Loyal
12622,58.0,5,4890.1362,5,3,4,534,Loyal
12623,85.0,7,5420.5864,4,4,5,445,Loyal
12624,94.0,3,4133.1864,4,2,4,424,Loyal
12625,116.0,4,111.67150000000001,4,3,1,431,Loyal
12626,42.0,4,118.89259999999999,5,3,1,531,Loyal
12627,181.0,6,196.1884,3,3,1,331,Potential loyal
12628,174.0,2,24.97,3,2,1,321,Potential loyal
12629,43.0,3,82.2484,5,2,1,521,Loyal
12630,246.0,6,6584.5578000000005,3,3,5,335,Potential loyal
12631,204.0,11,10331.7349,3,4,5,345,Potential loyal
12632,195.0,6,10282.912100000001,3,3,5,335,Potential loyal
12633,90.0,4,115.6173,4,3,1,431,Loyal
12634,248.0,5,6542.812,3,3,5,335,Potential loyal
12635,281.0,1,48.0673,2,1,1,211,Hold and improve
12636,167.0,3,60.9126,3,2,1,321,Potential loyal
12637,243.0,6,6617.182000000001,3,3,5,335,Potential loyal
12638,57.0,3,79.3546,5,2,1,521,Loyal
12639,313.0,1,48.0673,2,1,1,211,Hold and improve
12640,245.0,6,6534.504800000001,3,3,5,335,Potential loyal
12641,27.0,1,25.9326,5,1,1,511,Loyal
12642,227.0,1,8.6442,3,1,1,311,Potential loyal
12643,323.0,1,17.2884,2,1,1,211,Hold and improve
12644,252.0,7,6591.8462,3,4,5,345,Potential loyal
12645,258.0,6,6600.133400000001,2,3,5,235,Hold and improve
12646,310.0,1,9.98,2,1,1,211,Hold and improve
12647,252.0,9,6695.6239000000005,3,4,5,345,Potential loyal
12648,241.0,7,4586.6163,3,4,4,344,Potential loyal
12649,91.0,1,25.9326,4,1,1,411,Loyal
12650,186.0,9,10329.2291,3,4,5,345,Potential loyal
12651,85.0,1,8.6442,4,1,1,411,Loyal
12652,36.0,6,228.2857,5,3,1,531,Loyal
12653,214.0,10,6688.3688,3,4,5,345,Potential loyal
12654,185.0,3,77.55839999999999,3,2,1,321,Potential loyal
12655,194.0,10,10389.993600000002,3,4,5,345,Potential loyal
12656,225.0,1,17.2884,3,1,1,311,Potential loyal
12657,6.0,8,7139.1720000000005,5,4,5,545,Star
12658,229.0,7,6628.7744,3,4,5,345,Potential loyal
12659,256.0,3,102.94,3,2,1,321,Potential loyal
12660,29.0,2,53.6242,5,2,1,521,Loyal
12661,272.0,3,63.6042,2,2,1,221,Hold and improve
12662,17.0,2,19.97,5,2,1,521,Loyal
12663,42.0,3,83.95,5,2,1,521,Loyal
12664,81.0,4,118.89259999999999,4,3,1,431,Loyal
12665,93.0,6,110.45419999999999,4,3,1,431,Loyal
12666,53.0,3,64.53999999999999,5,2,1,521,Loyal
12667,104.0,6,6545.8706,4,3,5,435,Loyal
12668,101.0,5,6593.567800000001,4,3,5,435,Loyal
12669,101.0,5,6553.1564,4,3,5,435,Loyal
12670,108.0,5,6561.216399999999,4,3,5,435,Loyal
12671,122.0,6,6566.192000000001,4,3,5,435,Loyal
12672,194.0,5,384.6142,3,3,1,331,Potential loyal
12673,115.0,5,6539.5378,4,3,5,435,Loyal
12674,116.0,4,6580.8992,4,3,5,435,Loyal
12675,106.0,5,6564.199200000001,4,3,5,435,Loyal
12676,114.0,5,6613.5678,4,3,5,435,Loyal
12677,99.0,4,6538.232,4,3,5,435,Loyal
12678,215.0,8,391.67040000000003,3,4,1,341,Potential loyal
12679,31.0,3,216.95999999999998,5,2,1,521,Loyal
12680,103.0,10,6660.129,4,4,5,445,Loyal
12681,102.0,5,6565.8362,4,3,5,435,Loyal
12682,34.0,5,256.94,5,3,1,531,Loyal
12683,99.0,5,6606.5278,4,3,5,435,Loyal
12684,71.0,10,6704.092000000001,5,4,5,545,Star
12685,81.0,8,6682.5078,4,4,5,445,Loyal
12686,89.0,5,6615.8892000000005,4,3,5,435,Loyal
12687,71.0,4,6559.5778,5,3,5,535,Loyal
12688,88.0,5,6627.8392,4,3,5,435,Loyal
12689,91.0,8,6681.2282,4,4,5,445,Loyal
12690,176.0,1,4.58,3,1,1,311,Potential loyal
12691,16.0,4,289.7204,5,3,1,531,Loyal
12692,79.0,5,192.51999999999998,4,3,1,431,Loyal
12693,67.0,5,6574.5778,5,3,5,535,Loyal
12694,81.0,4,4510.7724,4,3,4,434,Loyal
12695,78.0,3,66.94,4,2,1,421,Loyal
12696,230.0,1,159.0,3,1,1,311,Potential loyal
12697,44.0,8,356.34,5,4,1,541,Loyal
12698,91.0,5,6567.147800000001,4,3,5,435,Loyal
12699,70.0,6,6572.206399999999,5,3,5,535,Loyal
12700,66.0,7,6629.1476,5,4,5,545,Star
12701,90.0,7,6607.8392,4,4,5,445,Loyal
12702,83.0,8,4667.3796,4,4,4,444,Loyal
12703,87.0,8,6647.192,4,4,5,445,Loyal
12704,77.0,5,255.47809999999998,4,3,1,431,Loyal
12705,72.0,7,6604.192,5,4,5,545,Star
12706,72.0,9,6663.525100000001,5,4,5,545,Star
12707,259.0,5,5713.2938,2,3,5,235,Hold and improve
12708,61.0,4,97.95,5,3,1,531,Loyal
12709,248.0,3,5683.3338,3,2,5,325,Potential loyal
12710,155.0,4,4522.778,4,3,4,434,Loyal
12711,55.0,4,5716.002399999999,5,3,5,535,Loyal
12712,95.0,4,4212.5451,4,3,4,434,Loyal
12713,65.0,5,4217.779200000001,5,3,4,534,Loyal
12714,162.0,3,63.6042,4,2,1,421,Loyal
12715,147.0,6,94.09,4,3,1,431,Loyal
12716,319.0,3,93.46000000000001,2,2,1,221,Hold and improve
12717,53.0,3,5637.3582,5,2,5,525,Loyal
12718,47.0,4,117.5942,5,3,1,531,Loyal
12719,171.0,1,19.98,3,1,1,311,Potential loyal
12720,199.0,3,73.5942,3,2,1,321,Potential loyal
12721,238.0,2,19.97,3,2,1,321,Potential loyal
12722,266.0,3,77.0562,2,2,1,221,Hold and improve
12723,304.0,3,83.95,2,2,1,221,Hold and improve
12724,330.0,2,34.95,2,2,1,221,Hold and improve
12725,132.0,2,129.98,4,2,1,421,Loyal
12726,147.0,4,118.96990000000001,4,3,1,431,Loyal
12727,186.0,2,29.96,3,2,1,321,Potential loyal
12728,265.0,2,69.96000000000001,2,2,1,221,Hold and improve
12729,144.0,4,89.82839999999999,4,3,1,431,Loyal
12730,7.0,6,129.1084,5,3,1,531,Loyal
12731,104.0,2,69.96000000000001,4,2,1,421,Loyal
12733,114.0,3,76.60419999999999,4,2,1,421,Loyal
12734,98.0,3,48.6242,4,2,1,421,Loyal
12735,85.0,3,4155.507799999999,4,2,4,424,Loyal
12736,84.0,5,4226.7892,4,3,4,434,Loyal
12737,265.0,2,43.6342,2,2,1,221,Hold and improve
12738,234.0,7,4740.7606,3,4,4,344,Potential loyal
12739,183.0,1,35.0,3,1,1,311,Potential loyal
12740,5.0,2,53.6242,5,2,1,521,Loyal
12741,262.0,2,43.6242,2,2,1,221,Hold and improve
12742,204.0,10,4921.6692,3,4,4,344,Potential loyal
12743,73.0,2,68.6442,5,2,1,521,Loyal
12744,122.0,2,92.0273,4,2,1,421,Loyal
12745,5.0,6,4980.081800000001,5,3,4,534,Loyal
12746,60.0,6,156.49,5,3,1,531,Loyal
12747,80.0,4,4155.4678,4,3,4,434,Loyal
12748,151.0,2,44.97,4,2,1,421,Loyal
12749,56.0,4,5669.2382,5,3,5,535,Loyal
12750,62.0,5,6250.8382,5,3,5,535,Loyal
